Sample_Index,True_Class,Severity_Euclidean,Severity_SVD,Severity_Category
108,Target_Spot,52.30012527460119,28.606613381641573,Mild
109,Late_Blight,34.80438999056662,12.445727513515227,Mild
110,Septoria_Leaf_Spot,58.06776613420163,34.77963482171451,Moderate
111,Target_Spot,57.171137171226235,54.72799378039289,Moderate
112,Late_Blight,32.98766578693015,21.53475024547982,Mild
113,Target_Spot,3.1662283402467697,10.8411163416634,Mild
114,Healthy,4.931144392805622,5.988475519704024,N/A (Healthy)
115,Healthy,31.513957223449463,35.12168074388414,N/A (Healthy)
116,Late_Blight,20.006751174794108,16.588087618090704,Mild
117,Bacterial_Spot,33.55949853949134,19.11822470780033,Mild
118,Late_Blight,35.38165360267373,22.817016782000383,Mild
119,Healthy,9.969074015546969,25.604672809241634,N/A (Healthy)
120,Leaf_Mold,23.72450080022434,15.153599943534916,Mild
121,Healthy,10.760667801009252,28.05605815853754,N/A (Healthy)
122,Healthy,12.864729578276417,32.78265442522212,N/A (Healthy)
123,Target_Spot,74.56058258226133,68.46974574854977,Severe
124,Early_Blight,31.900424796930167,78.90074359017596,Severe
125,Late_Blight,60.72869967393674,61.09247223495583,Moderate
126,Healthy,17.280061753526656,23.447103402746507,N/A (Healthy)
127,Early_Blight,19.100062060562045,10.303219410616512,Mild
128,Target_Spot,11.060426518105386,15.28365169718433,Mild
129,Spider_Mites,48.27568777744767,30.12125501055397,Mild
130,Leaf_Mold,54.74206155727224,50.39868798138711,Moderate
131,Yellow_Leaf_Curl_Virus,40.84125450772106,40.4119569605525,Moderate
132,Spider_Mites,61.064801215280454,30.61621555052981,Mild
133,Spider_Mites,52.630580399943725,32.3571185857766,Mild
134,Bacterial_Spot,9.12061590378783,4.652039863910777,Mild
135,Spider_Mites,39.33694583775561,17.043588703742536,Mild
136,Septoria_Leaf_Spot,81.49767454668174,65.213035289579,Moderate
137,Late_Blight,28.838199966489107,8.035618460949808,Mild
138,Septoria_Leaf_Spot,53.51840602164896,47.82906105440375,Moderate
139,Septoria_Leaf_Spot,46.13073219567057,24.381435515490868,Mild
140,Leaf_Mold,25.334191995301055,18.08286076521114,Mild
141,Late_Blight,30.695890104699064,16.306013561895288,Mild
142,Septoria_Leaf_Spot,66.14109363081123,50.902542441622934,Moderate
143,Septoria_Leaf_Spot,86.11680767777287,80.47627744893893,Severe
144,Early_Blight,27.423690384124438,31.932937703098325,Mild
145,Late_Blight,26.298575895446184,7.204565329771226,Mild
146,Yellow_Leaf_Curl_Virus,11.62513260231917,38.702256760902884,Moderate
147,Target_Spot,15.193333456042051,1.784090205989083,Mild
148,Yellow_Leaf_Curl_Virus,44.68727252532804,42.1096834201062,Moderate
149,Bacterial_Spot,16.81224794138079,11.086533918586564,Mild
150,Leaf_Mold,29.875080798490895,24.48222667818237,Mild
151,Healthy,8.769789132989086,11.014954434213076,N/A (Healthy)
152,Early_Blight,64.83054318513757,57.95958214093731,Moderate
153,Early_Blight,15.176302137424921,30.95086130721928,Mild
154,Healthy,8.599934071921595,9.561695086308331,N/A (Healthy)
155,Leaf_Mold,33.098418447906916,31.13811174656934,Mild
156,Septoria_Leaf_Spot,48.07431660663213,20.744949199228262,Mild
157,Leaf_Mold,57.588812023262584,51.553604786931,Moderate
158,Healthy,6.544333722899477,13.737808413805691,N/A (Healthy)
159,Bacterial_Spot,40.07484144406721,24.74977226243728,Mild
160,Target_Spot,46.484435789512354,44.07132189265251,Moderate
161,Bacterial_Spot,9.87680299980668,7.196988426888683,Mild
162,Bacterial_Spot,26.570970200307038,7.519913101875941,Mild
163,Leaf_Mold,55.4090166868495,47.13801586675571,Moderate
164,Early_Blight,23.332427525530115,41.91545851926832,Moderate
165,Early_Blight,51.000304790314175,38.691474014872675,Moderate
166,Healthy,5.425649986912782,14.098971446132595,N/A (Healthy)
167,Yellow_Leaf_Curl_Virus,21.523652297372042,19.171959057457883,Mild
168,Late_Blight,30.926141695570553,16.381940468742286,Mild
169,Leaf_Mold,16.430011477974055,17.06977056526092,Mild
170,Healthy,15.270661962195685,27.901189237410083,N/A (Healthy)
171,Bacterial_Spot,28.889364516981452,9.34492440123298,Mild
172,Target_Spot,12.641791487205278,20.862390507220756,Mild
173,Septoria_Leaf_Spot,31.776644939488406,38.35640171181878,Moderate
174,Spider_Mites,56.82861806146414,24.434387956044056,Mild
175,Leaf_Mold,38.51974228587399,36.64846451873239,Moderate
176,Target_Spot,70.04322385142744,72.69898307055136,Severe
177,Early_Blight,16.259016887208112,6.756318352206901,Mild
178,Leaf_Mold,45.25155643930306,24.70445502735594,Mild
179,Target_Spot,32.89822350829575,18.781170702466028,Mild
180,Bacterial_Spot,30.890539930345845,12.927026983583303,Mild
181,Leaf_Mold,54.50992538621707,50.06722232287449,Moderate
182,Septoria_Leaf_Spot,77.17360803858085,65.57556829956474,Moderate
183,Target_Spot,35.44964167973455,26.46761380068401,Mild
184,Leaf_Mold,26.11717319333599,22.813399321264477,Mild
185,Early_Blight,21.850029224116415,13.372976247284948,Mild
186,Spider_Mites,56.44509093371812,30.011502603093486,Mild
187,Target_Spot,57.963742612497285,56.883569315843374,Moderate
188,Spider_Mites,62.09424763019958,38.84725254783224,Moderate
189,Target_Spot,46.48293209829708,42.300996943139516,Moderate
190,Target_Spot,10.30868183993979,7.185935725193048,Mild
191,Target_Spot,39.00120161452769,26.11018281243017,Mild
192,Spider_Mites,42.98123824138617,26.689508755923764,Mild
193,Late_Blight,29.17530377988553,17.3839343658319,Mild
194,Healthy,1.6612844292652522,10.69457562799607,N/A (Healthy)
195,Healthy,2.8499854505457796,20.865415283809625,N/A (Healthy)
196,Spider_Mites,31.429018582914875,10.45930055115657,Mild
197,Spider_Mites,43.81972657845566,23.316956049502217,Mild
198,Target_Spot,53.0224504295555,47.24424161256074,Moderate
199,Target_Spot,24.101079709605692,9.1972286779828,Mild
200,Early_Blight,84.9536046079735,76.98035934531443,Severe
201,Target_Spot,18.213797388695696,9.472719727248979,Mild
202,Leaf_Mold,35.733768360128906,23.802223940034406,Mild
203,Target_Spot,26.90200088997478,12.572159106064081,Mild
204,Spider_Mites,64.61006118048394,30.22785168558318,Mild
205,Early_Blight,21.84444223645964,20.050960301239165,Mild
206,Target_Spot,4.377175279302238,4.799121727579266,Mild
207,Septoria_Leaf_Spot,72.3492608656273,52.52959919375828,Moderate
208,Early_Blight,16.648812453231866,24.30100816431409,Mild
209,Early_Blight,13.874768799418169,37.24557929707707,Moderate
210,Early_Blight,28.016515010853766,30.799099243942766,Mild
211,Target_Spot,87.97920335028927,82.69598821670444,Severe
212,Target_Spot,27.374591613941774,34.05124751847584,Moderate
213,Spider_Mites,25.99227735426387,7.535781084654164,Mild
214,Healthy,8.73516656577333,23.45456250444295,N/A (Healthy)
215,Septoria_Leaf_Spot,59.60799370713611,54.95288430504893,Moderate
216,Leaf_Mold,51.59004275272876,39.895884148571334,Moderate
217,Leaf_Mold,29.508283213768355,12.552423755590791,Mild
218,Target_Spot,48.1633746137776,44.77285738988563,Moderate
219,Leaf_Mold,34.02599940883297,32.61250046505421,Mild
220,Target_Spot,41.86256970778417,21.239741432770632,Mild
221,Healthy,15.525431155726096,20.744630860012748,N/A (Healthy)
222,Early_Blight,37.072171748023976,35.46737446040367,Moderate
223,Spider_Mites,38.6105842944888,39.445410941462704,Moderate
224,Septoria_Leaf_Spot,45.601767952424076,33.70753024390981,Moderate
225,Spider_Mites,39.04336094110923,26.3149543266925,Mild
226,Septoria_Leaf_Spot,67.32937391521978,40.75385267163924,Moderate
227,Septoria_Leaf_Spot,46.85556463378656,25.688839812187993,Mild
228,Target_Spot,63.448349518428046,58.04535048500456,Moderate
229,Bacterial_Spot,7.418515416991371,7.055653113051203,Mild
230,Healthy,3.6933180398691166,16.73031871559276,N/A (Healthy)
231,Spider_Mites,66.788599226123,33.01243806852987,Moderate
232,Healthy,7.089117439687718,20.5285654283732,N/A (Healthy)
233,Target_Spot,20.110661851116163,11.53741135441288,Mild
234,Leaf_Mold,43.36570902833582,42.26424402082641,Moderate
235,Target_Spot,26.594568947646803,17.367832852336058,Mild
236,Bacterial_Spot,26.42181090176287,6.3869894921428045,Mild
237,Spider_Mites,66.93838058188253,40.607527596916,Moderate
238,Target_Spot,61.749363900475394,52.19518490655598,Moderate
239,Healthy,13.889767726749302,23.879758779192294,N/A (Healthy)
240,Yellow_Leaf_Curl_Virus,81.96253474081749,82.53248533522614,Severe
241,Early_Blight,13.729106763126012,14.101490195638899,Mild
242,Late_Blight,22.91111496785802,10.587873041864981,Mild
243,Target_Spot,37.209996660078495,32.3171629101216,Mild
244,Healthy,2.314571608648085,18.79144178204846,N/A (Healthy)
245,Target_Spot,26.979355286558466,16.343678405347916,Mild
246,Target_Spot,58.0477862955327,51.81945513700199,Moderate
247,Bacterial_Spot,24.480287993316992,24.40214972558669,Mild
248,Healthy,14.805791535190934,26.490651768120006,N/A (Healthy)
249,Healthy,8.709127919367676,19.599998131833036,N/A (Healthy)
250,Leaf_Mold,35.3588610459509,47.418494718396516,Moderate
251,Septoria_Leaf_Spot,60.09379921857308,48.121137415522995,Moderate
252,Early_Blight,19.830101202535527,30.10388657252309,Mild
253,Spider_Mites,37.04002828342121,15.57616931526995,Mild
254,Target_Spot,45.35747850702695,43.39625498949515,Moderate
255,Target_Spot,62.63234463984815,64.59085250817213,Moderate
256,Healthy,6.013226529557235,18.1917346096375,N/A (Healthy)
257,Early_Blight,17.923408505178926,20.359157787185737,Mild
258,Bacterial_Spot,34.62063970190889,25.11994069014674,Mild
259,Spider_Mites,56.42885599570435,31.901811271180634,Mild
260,Healthy,7.260988649880377,13.022074752851365,N/A (Healthy)
261,Healthy,4.36218852490431,15.292935199158414,N/A (Healthy)
262,Late_Blight,27.62394372383155,16.50203771731903,Mild
263,Target_Spot,73.14917456242581,71.56379306193426,Severe
264,Healthy,16.136774023959067,15.639323645635281,N/A (Healthy)
265,Yellow_Leaf_Curl_Virus,57.7221216423075,64.91212784922374,Moderate
266,Spider_Mites,71.91096139857311,48.66207686473074,Moderate
267,Early_Blight,92.4709444265355,81.522855322891,Severe
268,Early_Blight,84.93421839838314,74.03873305371806,Severe
269,Septoria_Leaf_Spot,56.94159733648737,51.31026642833566,Moderate
270,Healthy,5.038238344094773,13.318341559696531,N/A (Healthy)
271,Healthy,6.046804086969413,25.015070812532773,N/A (Healthy)
272,Target_Spot,29.988656998110503,40.53321595486609,Moderate
273,Leaf_Mold,48.23553224804276,33.309092593731705,Moderate
274,Leaf_Mold,57.70938640331171,54.82304893030891,Moderate
275,Bacterial_Spot,11.545113756962587,9.843179852577869,Mild
276,Healthy,0.5906638658330466,12.57693766058309,N/A (Healthy)
277,Leaf_Mold,28.302071556735203,34.664489902499994,Moderate
278,Spider_Mites,35.168878879295065,36.163743845956255,Moderate
279,Leaf_Mold,35.86425526329055,34.4857547596864,Moderate
280,Septoria_Leaf_Spot,68.99836130492041,39.90409924712983,Moderate
281,Yellow_Leaf_Curl_Virus,26.699487664387654,23.58028746341932,Mild
282,Late_Blight,39.467770134849786,25.141094486104294,Mild
283,Healthy,17.66506791459576,15.723306800708405,N/A (Healthy)
284,Target_Spot,0.4530196430995684,13.973479739278053,Mild
285,Healthy,4.338014472600752,11.648896505788835,N/A (Healthy)
286,Healthy,19.260169789744285,20.185480965007756,N/A (Healthy)
287,Healthy,10.732504992577196,25.9844966354962,N/A (Healthy)
288,Healthy,6.00861008783812,20.828121906532544,N/A (Healthy)
289,Leaf_Mold,40.21327079911994,25.22412002130676,Mild
290,Target_Spot,9.017150516398464,11.938831608927405,Mild
291,Late_Blight,28.07836414805965,17.82798667745122,Mild
292,Septoria_Leaf_Spot,63.665765557085216,51.7581192294332,Moderate
293,Target_Spot,33.663205417831435,25.06686824663739,Mild
294,Late_Blight,13.712467393126108,3.302001278188899,Mild
295,Early_Blight,99.99999959529379,99.99999919030138,Severe
296,Spider_Mites,43.5011080563466,33.0923398764583,Moderate
297,Leaf_Mold,20.021997989349067,22.908120615285277,Mild
298,Healthy,6.090922487779843,21.209188178233003,N/A (Healthy)
299,Septoria_Leaf_Spot,66.85218683895897,47.08991113252905,Moderate
300,Septoria_Leaf_Spot,17.434010553348298,30.229011619780344,Mild
301,Early_Blight,14.760307712284169,24.0062532645301,Mild
302,Healthy,17.309140704366445,22.41592215712657,N/A (Healthy)
303,Early_Blight,14.796481158499164,26.791799031771436,Mild
304,Late_Blight,35.2710052724758,38.85786246489171,Moderate
305,Target_Spot,48.60479658697586,27.142426058205803,Mild
306,Yellow_Leaf_Curl_Virus,59.19704714163975,67.93113661221307,Severe
307,Early_Blight,28.002841543279295,32.9867117806652,Mild
308,Septoria_Leaf_Spot,40.21080881403532,23.63784613523364,Mild
309,Early_Blight,27.520476754890932,54.16329824547,Moderate
310,Leaf_Mold,62.14091934627842,46.86322352158482,Moderate
311,Healthy,0.5852148819137987,10.627135113614866,N/A (Healthy)
312,Leaf_Mold,39.14801745330486,33.65873403234815,Moderate
313,Early_Blight,21.572218642852338,36.580386456121175,Moderate
314,Leaf_Mold,29.859041533398177,35.16365110276616,Moderate
315,Spider_Mites,71.71337735481096,43.10337756374835,Moderate
316,Healthy,7.12584341936405,13.610679836117386,N/A (Healthy)
317,Late_Blight,33.608588748670165,9.760184181090407,Mild
318,Target_Spot,52.814604241123895,40.767836620858525,Moderate
319,Early_Blight,15.087254389085436,30.787903993698844,Mild
320,Early_Blight,21.610937090123223,25.516714837448042,Mild
321,Leaf_Mold,36.94267867254583,28.23887893251344,Mild
322,Late_Blight,36.17146366524362,22.74739808342123,Mild
323,Bacterial_Spot,24.621742665325836,7.527195910290815,Mild
324,Septoria_Leaf_Spot,65.58212874422841,57.60355228759477,Moderate
325,Late_Blight,29.79965834245133,8.971981248415155,Mild
326,Target_Spot,35.76774134347275,25.864500595792915,Mild
327,Leaf_Mold,51.30305762712545,50.65471345313563,Moderate
328,Target_Spot,29.02061990492867,16.766556140316446,Mild
329,Healthy,3.079474264584098,17.51279832293165,N/A (Healthy)
330,Target_Spot,22.846703560076804,11.605237453521536,Mild
331,Target_Spot,53.11692744614195,29.58433440294428,Mild
332,Early_Blight,24.278780300540216,29.84610231861526,Mild
333,Early_Blight,17.36930765368616,11.388614844914228,Mild
334,Yellow_Leaf_Curl_Virus,34.19264865571287,45.03386315608399,Moderate
335,Early_Blight,22.493023526530084,40.6548514151261,Moderate
336,Healthy,20.836689732745565,19.406251072918444,N/A (Healthy)
337,Late_Blight,17.07786875836444,3.675804671154106,Mild
338,Septoria_Leaf_Spot,72.72153232301346,50.7417314604646,Moderate
339,Late_Blight,24.489097206320885,4.673063716520574,Mild
340,Target_Spot,69.0028406229797,68.96737349856161,Severe
341,Target_Spot,23.221924904032033,12.374543676118147,Mild
342,Target_Spot,36.532558769731786,24.731424068859926,Mild
343,Leaf_Mold,53.239333622119545,42.65764644911317,Moderate
344,Target_Spot,64.39783293814475,49.8770877145837,Moderate
345,Septoria_Leaf_Spot,57.64460802811963,58.32483251047458,Moderate
346,Late_Blight,58.561343818949865,58.0837754338401,Moderate
347,Septoria_Leaf_Spot,41.031949966246806,35.25395446597968,Moderate
348,Septoria_Leaf_Spot,79.27275989205972,67.5382659890067,Severe
349,Early_Blight,22.70293604839359,38.19182330261292,Moderate
350,Septoria_Leaf_Spot,44.0315623649555,38.80748711138211,Moderate
351,Early_Blight,14.252721809124044,21.977569130744314,Mild
352,Leaf_Mold,44.13820631019776,32.53187894226258,Mild
353,Spider_Mites,23.01905061054504,3.8377246799209006,Mild
354,Septoria_Leaf_Spot,93.95539167055321,89.35047560983504,Severe
355,Spider_Mites,45.78596079779444,11.206267208901753,Mild
356,Late_Blight,28.027742883282137,7.431657626543219,Mild
357,Leaf_Mold,37.06321182652784,21.39085131861114,Mild
358,Bacterial_Spot,14.684335014593058,9.108978155656876,Mild
359,Late_Blight,31.904914651866363,21.41178503727873,Mild
360,Leaf_Mold,48.50293084751675,37.12807459558882,Moderate
361,Healthy,19.992669940909792,23.85030040094237,N/A (Healthy)
362,Target_Spot,51.347837453463384,27.459499691174443,Mild
363,Leaf_Mold,59.48090750536122,40.91492731598152,Moderate
364,Septoria_Leaf_Spot,63.34098271219419,64.03095301439099,Moderate
365,Target_Spot,8.4549918396957,10.506409712281894,Mild
366,Healthy,27.778938334867732,30.549781856833945,N/A (Healthy)
367,Early_Blight,18.996456954846774,35.243730988673086,Moderate
368,Spider_Mites,66.35599810097116,45.0017138387398,Moderate
369,Bacterial_Spot,19.759174567620242,11.427767286187475,Mild
370,Target_Spot,99.9999992540813,99.99999916049941,Severe
371,Leaf_Mold,35.0902190684874,35.88043496903507,Moderate
372,Target_Spot,58.508393158058034,53.66749175502642,Moderate
373,Yellow_Leaf_Curl_Virus,38.90327432796518,43.021482217896725,Moderate
374,Leaf_Mold,39.04048003418983,29.62951177243165,Mild
375,Leaf_Mold,77.9044017380883,99.99999890853393,Severe
376,Early_Blight,24.47387693864374,34.0416663711152,Moderate
377,Healthy,10.429903312484564,16.812495376694958,N/A (Healthy)
378,Spider_Mites,56.286393817523006,23.61647944295028,Mild
379,Late_Blight,31.141561214041374,21.958861630470984,Mild
380,Yellow_Leaf_Curl_Virus,0.0,22.69686952840237,Mild
381,Septoria_Leaf_Spot,66.20389764255044,45.038228012441756,Moderate
382,Early_Blight,15.730083719680344,6.362890675521933,Mild
383,Target_Spot,66.171926283048,57.657292075457555,Moderate
384,Spider_Mites,45.602464270017535,17.82898440549787,Mild
385,Healthy,5.850691724867294,22.276692266945684,N/A (Healthy)
386,Late_Blight,35.39789420344973,33.97357886334075,Moderate
387,Target_Spot,43.43021274888799,28.235233581073715,Mild
388,Target_Spot,68.27694082728827,71.45934447857022,Severe
389,Late_Blight,40.101163036523126,48.032799349125995,Moderate
390,Spider_Mites,52.11336014330441,40.603692532209,Moderate
391,Septoria_Leaf_Spot,48.666877391763435,17.89086118782994,Mild
392,Early_Blight,59.43459062469133,58.98260674913897,Moderate
393,Septoria_Leaf_Spot,52.03857542187684,32.411695874129535,Mild
394,Bacterial_Spot,25.00282830291325,21.397924199326116,Mild
395,Early_Blight,15.357896530756216,8.028773620424936,Mild
396,Early_Blight,13.402856470421511,14.238467738612487,Mild
397,Healthy,9.734317847141948,23.74270450593699,N/A (Healthy)
398,Leaf_Mold,47.581338767072886,40.56129918744445,Moderate
399,Target_Spot,38.53472491539982,29.893245232818245,Mild
400,Septoria_Leaf_Spot,52.0000601782329,37.94748086134115,Moderate
401,Septoria_Leaf_Spot,38.547749766508794,24.05856937985995,Mild
402,Target_Spot,15.61796891033033,10.998905614852719,Mild
403,Septoria_Leaf_Spot,35.269755085312575,32.679972938816135,Mild
404,Leaf_Mold,28.824160280882865,12.277454030847393,Mild
405,Healthy,2.445409193939365,19.070326078793766,N/A (Healthy)
406,Target_Spot,45.68520814111983,39.821100429551485,Moderate
407,Healthy,17.484274917529117,26.360979455895272,N/A (Healthy)
408,Septoria_Leaf_Spot,34.859821132537185,28.65607469694099,Mild
409,Early_Blight,18.545274874268337,25.65923027018031,Mild
410,Late_Blight,52.52032521222792,56.960447468381005,Moderate
411,Healthy,3.1201612964044667,20.125555304089147,N/A (Healthy)
412,Late_Blight,17.449110184224303,8.446430732024757,Mild
413,Late_Blight,17.719723647117952,17.621435051751565,Mild
414,Spider_Mites,38.66355608736342,9.189825996832564,Mild
415,Bacterial_Spot,29.594162074019277,18.684792175539616,Mild
416,Healthy,5.145706831645471,20.998969888987176,N/A (Healthy)
417,Leaf_Mold,77.90493803981938,68.18040238084761,Severe
418,Septoria_Leaf_Spot,56.22067620387929,45.78528524942747,Moderate
419,Late_Blight,19.107539522903508,7.607122483929348,Mild
420,Target_Spot,72.09177943248868,66.08318846181864,Severe
421,Bacterial_Spot,23.93639495834824,15.754717779858174,Mild
422,Late_Blight,30.33832934761002,16.43510984151027,Mild
423,Early_Blight,17.195249370255116,33.063823020611146,Moderate
424,Leaf_Mold,40.5933918045874,43.96726170790787,Moderate
425,Septoria_Leaf_Spot,52.72721767670221,33.99925309877863,Moderate
426,Target_Spot,34.36993222366954,25.948665504111528,Mild
427,Spider_Mites,39.27116783882124,22.656072502560853,Mild
428,Leaf_Mold,38.266417918122194,30.222888092576817,Mild
429,Septoria_Leaf_Spot,88.80459775037981,47.799909726151526,Moderate
430,Bacterial_Spot,28.78620712397726,25.925971547862098,Mild
431,Bacterial_Spot,31.243500310997792,9.563293507878313,Mild
432,Target_Spot,88.779279113071,80.53407704411816,Severe
433,Early_Blight,18.38045922946825,9.285952167129999,Mild
434,Leaf_Mold,47.028509033203605,36.61724101702949,Moderate
435,Leaf_Mold,40.075714218054145,41.135479052154295,Moderate
436,Target_Spot,58.60903968566862,58.74293454938382,Moderate
437,Septoria_Leaf_Spot,20.855962573325378,30.12681112354044,Mild
438,Early_Blight,14.856387791390944,40.23780384153618,Moderate
439,Target_Spot,33.91295370117724,21.69185206043072,Mild
